time,x,y,z,d,V,Wv,E
0,-130,170,75,0,10,0.0319021803651,80.0968399592
1.31313131313,-117.50386527,161.572374252,68.2861878041,16.5001070644,15.1011853863,0.0628865887808,79.9098156151
2.22222222222,-105.027065726,155.414208484,67.3316219683,30.4466022667,15.55115229,0.0678899416086,79.6570107565
3.13131313131,-104.335941299,140.917753975,65.1549052924,45.1218515592,16.7409013304,0.168573085486,79.438173567
3.93939393939,-92.2504167454,135.109021829,65.5298286256,58.5360917678,16.4156302978,0.236862546736,79.2684548958
4.74747474747,-80.1535613697,129.008397839,62.320954603,72.4590366984,18.1222894436,0.270184245103,79.0442095725
5.55555555556,-74.9475445381,115.211852455,61.41541757,87.2329079951,18.4252277115,0.187513066669,78.7444670465
6.36363636364,-65.7859840785,125.723254329,64.2953708455,101.470811291,16.6860814751,0.240000378747,78.4821703665
7.27272727273,-80.4873460238,129.858454075,57.770902648,118.077996641,20.0128761792,0.286615461817,78.1843010894
7.9797979798,-75.4579520511,116.558936728,54.3466669553,132.703226741,21.4026602604,0.205976410964,77.6803805067
8.68686868687,-63.0408501334,108.157521393,54.7282092883,147.700352273,20.9747506839,0.170372581464,77.1195698486
9.39393939394,-70.7188111178,95.4210055671,53.8173729952,162.600001363,21.1568717376,0.186410980988,76.5999212928
10.101010101,-63.0264037429,82.4764876388,51.6196097134,177.817223155,21.9232131366,0.263127978663,76.0877323005
10.8080808081,-57.0812295503,68.7271537983,45.2081769233,194.111263405,24.3657236726,0.314566982332,75.4674006768
11.4141414141,-44.0762303923,63.3591382432,48.1141508513,208.477553064,22.904165589,0.287068776516,74.8236016221
12.0202020202,-35.1590877523,74.0265531711,46.0628963863,222.531620767,23.5227015623,0.264395190447,74.2367723329
12.7272727273,-20.6605535112,69.3904219564,50.6462932496,238.428436001,21.2565539673,0.277136443693,73.6428618694
13.4343434343,-27.5088064297,56.9408555166,53.6424981967,252.949714066,19.6508372087,0.344916565155,73.3428844622
14.2424242424,-15.961168848,65.4244309537,57.9934447996,267.924683924,17.203984744,0.31836934619,73.0778247934
15.0505050505,-11.0231036691,77.9168289825,59.5493772631,281.447458124,16.1827381712,0.246847051485,72.9057517401
15.8585858586,-3.14342003865,67.1486739117,57.6278497309,294.928364837,17.2325601732,0.286783442343,72.7403325444
16.6666666667,-7.84999375137,53.9208134696,56.9752221083,308.983757069,17.5689849536,0.418790430901,72.6720534266
17.6767676768,-12.0119941497,38.8553340708,62.0047610961,325.402867254,14.5842755337,0.577890320884,72.8192442604
18.6868686869,-18.2089430719,52.7661839429,55.634876013,341.910118875,18.3556082893,0.406054542118,72.8013169452
19.4949494949,-22.5956519654,39.1127504005,57.5052299739,356.372403838,17.291991519,0.477499140953,72.7234492612
20.303030303,-9.29545724353,35.1726823261,52.1118970748,371.255527026,20.2470907261,0.980433444312,73.0042370938
21.1111111111,6.05804987224,30.5377000595,46.8087854019,388.147425522,23.0838939232,1.92816022303,73.7452254128
21.7171717172,-2.56390935909,41.1803775565,42.6499793182,402.461769144,24.6858403584,0.908561985057,73.6746709307
22.3232323232,10.9364041119,35.044285538,43.8555406924,417.340057597,24.2284120179,1.04621512564,73.4381894382
23.0303030303,2.12424053797,21.4201088539,48.2581047656,434.152403882,22.5136164831,1.96288365487,74.2341578591
23.7373737374,0.442983480283,6.15381446264,42.0323992115,450.724844238,24.9335977453,0.8985375892,73.7890888576
24.4444444444,-14.9717918264,10.990996727,47.320250976,467.724109114,22.6138432064,0.768479036715,73.2853831707
25.1515151515,-4.61066299816,22.4152566585,41.8764339524,484.079592884,25.0299567467,2.16511604665,73.9656395163
25.8585858586,-5.76426661804,6.23667527117,47.4382857821,501.226356217,22.7064511776,1.32108141977,73.7539875109
26.5656565657,-11.5195583733,20.2980221385,51.0472310025,516.842672829,21.0488703825,0.963136408909,73.6340855633
27.3737373737,-14.1300118928,35.4625812715,56.0108174047,533.011021886,18.5476860011,0.66006604924,73.5082106096
28.2828282828,-0.132372109519,29.9664474804,60.9749336873,548.84717851,15.8304035709,0.791805648526,73.7415338995
29.1919191919,13.7615966288,34.3421157863,55.5404492472,564.394604714,19.1937510645,1.09593270387,74.2545830922
30.0,27.6217228725,27.9440797772,49.952679257,580.650715495,22.0740965733,1.4506241547,74.7815459632
30.7070707071,15.6676659409,18.7570996194,43.6799086641,596.980067364,24.5108908506,0.610851963129,74.3315297178
31.4141414141,20.5192345026,33.8738512764,49.2931670289,613.819383491,22.2074553595,1.45663719154,74.4037883307
