time,x,y,z,d,V,Wv,E
0,-130,170,75,0,10,0.0319021803651,80.0968399592
0.909090909091,-121.903724417,164.539721118,70.5872497339,10.7161881605,13.5861455214,0.0465060899793,79.9877525947
1.61616161616,-112.326767984,163.517642909,66.251973739,21.2782597538,16.3013458784,0.0556929375669,79.7987956666
2.12121212121,-104.593547335,160.569953493,65.6255318884,29.5778985343,16.5592579435,0.0542321545134,79.6029563105
2.62626262626,-98.0831205789,155.38622194,65.728819948,37.9006022888,16.3841334076,0.05696767452,79.4082797723
3.23232323232,-95.0915642724,146.178549837,61.4192654609,48.497908294,18.6557233198,0.11952689945,79.159097143
3.73737373737,-88.7805837988,139.740630052,57.4412961997,58.3518174237,20.5120751476,0.227300960618,78.8966639904
4.24242424242,-80.852663213,133.867729883,53.1284274799,69.1195338856,22.3251390911,0.274602455187,78.5327066708
4.64646464646,-72.7630845543,130.601622742,50.1739313538,78.3302768571,23.4351976282,0.275855657861,78.1540049692
5.05050505051,-63.3021442529,130.509298647,49.567243354,87.8110988392,23.5204220022,0.278266041392,77.7388034413
5.45454545455,-54.235826803,132.829844701,47.2887472655,97.4430555726,24.2786005353,0.277303277093,77.3071724325
5.85858585859,-45.2934756985,128.82521372,46.6606083269,107.261266769,24.3462089866,0.280830454749,76.8469761804
6.26262626263,-35.6313719117,127.241600428,45.1616463473,117.166364833,24.7521082948,0.267331729176,76.3638110897
6.66666666667,-31.2022784827,118.330003867,43.6194064081,127.23671368,25.1492796577,0.22619497502,75.8336973664
7.07070707071,-22.7588783242,113.366789703,45.5412526549,137.217595107,24.175776476,0.18625483272,75.3070287672
7.47474747475,-25.5525631786,104.641761863,41.452161027,147.250115042,25.5650610972,0.141504882561,74.772637211
7.87878787879,-29.5998476237,95.5444599855,43.3811630638,157.392228316,24.5825882678,0.111884317202,74.1531354582
8.28282828283,-29.8392279241,86.236926966,39.2419251163,167.581475817,25.9631025106,0.148395524258,73.5959862397
8.68686868687,-34.285775076,76.9357559366,40.3606019257,177.951384297,25.3105606565,0.196302793501,72.9776740872
9.09090909091,-37.0085470395,67.1384389599,40.5883674881,188.12255848,25.0139688452,0.252817774533,72.4515711236
9.49494949495,-31.825955727,58.4792728082,39.9338952978,198.235359527,25.0657881332,0.248824967442,71.9266184667
10.0,-22.7869693445,50.3849260948,42.4263743705,210.622214473,23.8398076952,0.35144852101,71.384809473
10.404040404,-14.9512097296,45.4114266084,44.3902432655,220.108605089,22.8937164709,0.542005157715,71.0802525475
10.9090909091,-4.50711100435,41.7320405246,46.9594088378,231.476001092,21.724716258,0.906159742444,70.9745311486
11.3131313131,0.97857524642,35.0767322617,48.4884976678,240.23522448,21.1595442063,1.86971670746,71.3570331974
11.8181818182,-1.79963789616,25.3007412599,45.1702945301,250.926292733,22.9567736658,2.3315326435,71.9486101485
12.2222222222,3.0663299852,33.0370351505,43.8472375216,260.16092139,23.7265703942,2.88039445697,72.6651101505
12.6262626263,-2.09314347754,25.6669264031,40.7882815822,269.663335862,25.1253961522,2.8730569779,73.1179128939
13.0303030303,0.629329441919,16.0688633927,41.8177588986,279.69301661,24.4911768749,2.92847049142,73.4985057879
13.4343434343,0.818060103805,6.79370655629,38.3720477523,289.589333041,25.8736725717,2.86735936609,72.9094133838
