time,x,y,z,d,V,Wv,E
0,-130,170,20,0,10,0,25.0968399592
1.0,-120.104202531,165.385513856,15.5964740423,11.7733313375,13.6527263774,0.0,25.0968276374
2.0,-108.012659974,158.157311033,13.8165521517,25.9726425669,14.8767870559,0.0,25.096816836
3.0,-99.3247451576,145.339506806,10.4176710767,41.8259816987,16.9707007196,0.0,25.0968088399
4.0,-97.5583124762,134.347469853,15.9956128385,54.2782343099,8.68660771287,0.0,19.8415431931
4.9797979798,-93.9740558824,129.059400127,17.7593682769,60.9055572989,5.01984927773,0.0,19.0437152072
5.9797979798,-93.1012614229,123.628234223,17.1166472822,66.4438262998,6.14888331116,0.0,19.0436995744
6.9797979798,-94.9119812092,117.259233704,16.3456031144,73.1099633272,7.27574345699,0.0,19.0436888867
7.9797979798,-93.9161874778,111.062676309,16.9230268773,79.4125300187,5.41338390408,0.0,18.416641826
8.9797979798,-90.1246810164,105.468838366,13.5241750727,86.9768368457,9.79745546304,0.0,18.4166385565
9.9797979798,-83.0419548711,97.4731276175,10.2762307337,98.1413136561,12.6378261955,0.0,18.4166308839
10.0202020202,-82.6230337767,97.2912799804,10.4897924064,98.6454684285,12.3186477906,0.0,18.2242003264
11.0202020202,-74.5762650377,97.5069147544,14.4107534121,107.599289998,6.00048030245,0.0,16.2459095721
12.0202020202,-67.5351877205,97.7693412044,12.2984523397,114.955066861,8.80051443813,0.0,16.2459066912
12.0808080808,-67.1139931817,97.9851971945,12.519637794,115.4774859,8.44048776735,0.0,16.1507200443
13.0808080808,-58.2192977809,98.316709438,11.4686291307,124.440193407,9.58448655471,0.0,16.1507077503
14.0404040404,-52.4650048426,101.265699714,13.8927956731,131.345627086,5.03856921951,0.0,15.1867395966
15.0404040404,-46.0497182688,101.57719364,10.6627213574,138.534946273,9.42131546496,0.0,15.1867369073
15.8383838384,-41.4988419257,103.974549551,13.1118847222,144.231979891,5.04292965959,0.0,14.408069205
15.9393939394,-40.9899616032,103.99925821,13.1104215596,144.741461825,5.04577492941,0.0,14.4080690947
16.2626262626,-39.4773030449,103.381331811,13.0953965867,146.375534865,5.07490135637,0.0,14.4080685428
17.2626262626,-34.0847277021,99.8329335786,9.84899818147,153.601190644,9.45774321498,0.0,14.4080658023
18.202020202,-27.8729222301,98.9216865829,12.1995433615,160.305067206,5.03332288577,0.0,13.490794089
18.303030303,-27.3857444192,99.0674249887,12.1980824414,160.813578795,5.03616921429,0.0,13.4907939784
19.303030303,-21.3283926375,98.178835731,10.3624252606,167.205037061,7.83444724944,0.0,13.4907924219
20.0909090909,-16.6877154464,99.5670863465,11.6837385471,172.225892901,5.01690920115,0.0,12.966581459
20.1919191919,-16.3090128275,99.9039585498,11.6822814486,172.732746606,5.01975736722,0.0,12.9665813479
20.2929292929,-15.8231477364,100.049304258,11.6808236878,173.239887993,5.02260521182,0.0,12.9665812369
21.2929292929,-10.3778874501,99.2505063722,11.0378106533,178.780862944,6.15162091924,0.0,12.9665792534
21.5252525253,-9.39720466001,98.6052018827,11.5858396569,180.076429387,5.01322353962,0.0,12.8667983857
22.5252525253,-4.34786326206,97.864483713,11.4395126211,185.181909145,5.29181831906,0.0,12.8667981013
23.5252525253,1.7315923864,98.4001891203,10.1787757624,191.413780348,7.26216250496,0.5,12.866798405
24.3737373737,6.51779109108,96.6615359547,11.5185395331,196.679288855,5.02118341987,0.5,12.8035692444
25.3737373737,11.6229542763,97.1113893102,11.5538900263,201.804355571,5.26987810217,0.5,12.9693648077
25.4848484848,12.1515682575,96.9193629385,11.7084535002,202.387619436,5.01031102155,0.5,12.9879242714
25.5858585859,12.5091839615,96.5621931593,11.7145523412,202.893085992,5.03575517079,0.5,13.007051329
25.7474747475,13.2741916145,96.2842935025,11.7236937792,203.707056811,5.07549105166,0.5,13.0366708136
26.7474747475,19.1427708418,96.8014170422,11.0059906161,209.641931429,7.04640948887,0.5,13.5366678172
26.8181818182,19.5232035844,97.0213765508,11.2465283631,210.142900155,6.6729349356,0.5,13.5160523516
27.8181818182,26.6379029386,97.6483048706,10.913721973,217.292917366,7.80176826688,0.5,14.016045525
