time,x,y,z,d,V,Wy,Wz,E
34.7777777778,98.5802776524,-50.3316619622,29.963574415,333.708774221,5.20693545881,7.82689403182,1.0,31.3454386797
35.7777777778,97.651592685,-52.7217094923,30.4599074177,336.320503421,5.97987896485,7.92717036495,1.0,32.2824839944
36.0,97.8301792301,-53.3589890712,31.1019617118,337.242594595,5.07064460454,8.0554673629,1.0,32.4124324919
36.2222222222,97.6107583255,-54.0321373905,31.2234013068,337.960941146,5.23846444679,8.07955360744,1.0,32.6220511417
36.4444444444,97.7898538,-54.6903787577,31.4456497589,338.678402826,5.16597881438,8.12348580688,1.0,32.8058606208
37.4444444444,96.7270205375,-57.441210373,31.9449530339,341.669388095,5.94066443545,8.2214839077,1.0,33.743703999
38.4444444444,97.6201995607,-60.0653062769,32.9664453463,344.623553734,5.57342365949,8.41895369945,1.0,34.5496793569
39.4444444444,96.5801658927,-63.2728676878,33.9753777173,348.143222009,5.23522935881,8.61001540463,1.0,35.3723005735
39.5555555556,96.3503682455,-63.7084910931,34.1363034663,348.66136466,5.08227362585,8.64012417993,1.0,35.452792009
40.5555555556,92.0063147408,-67.6927587216,32.6465828966,354.741204852,8.57453181448,8.35755551406,1.0,36.3939119403
41.5555555556,88.1430917466,-67.015207458,29.7983302876,359.588483526,12.2075784806,7.7932966396,1.0,37.3938946281
42.5555555556,87.3207353298,-62.0614246149,28.347348738,364.815488595,13.5156009438,7.49372723483,1.0,37.6578211576
43.5555555556,89.4811434983,-60.7836981232,33.0402359674,370.137437391,7.36724458173,8.43306150893,1.0,35.8066117435
44.0,90.9344544079,-62.3646317288,34.4605589896,372.712079337,5.42766039591,8.70048586167,1.0,35.9620624235
44.1111111111,91.062210365,-62.7853530846,34.7225297464,373.223896415,5.07207538384,8.74895457032,1.0,36.0337401796
44.2222222222,91.3689017529,-63.2882525798,34.8335835416,373.823313178,5.03498319204,8.76942078402,1.0,36.1256862809
44.4444444444,91.7157447612,-64.1608934468,34.9557132162,374.770265031,5.20257519196,8.79187285258,1.0,36.3352641147
45.4444444444,95.1263058126,-68.6069489006,35.4531982189,380.395816303,5.97306396597,8.88273059002,1.0,37.2716229458
45.5555555556,95.3164056428,-69.0055475604,35.7308054518,380.917433608,5.60129973654,8.9330130968,1.0,37.3299164986
45.6666666667,95.6145968758,-69.525816216,36.0461713391,381.594968203,5.15128598681,8.98977144077,1.0,37.3986559118
45.8888888889,95.8527396678,-70.4165411435,36.2682762109,382.543352861,5.07862648967,9.02951309624,1.0,37.5828759572
46.1111111111,95.6985951115,-71.3175172024,36.4902653529,383.483989658,5.00724073555,9.06904250923,1.0,37.7681685019
47.1111111111,96.8236691709,-75.1825674336,37.0015166238,387.541794827,5.78706338985,9.15935225835,1.0,38.7084535595
47.2222222222,96.7438445,-75.6286279867,37.3238981906,388.097916998,5.33159220686,9.2157770655,1.0,38.7727195698
47.3333333333,96.8630705892,-76.0982218918,37.5352114077,388.626487307,5.07030258628,9.25254303478,1.0,38.8455054096
47.5555555556,96.7061425332,-77.0266748989,37.6566609979,389.575908923,5.23807618553,9.27359529066,1.0,39.0551035119
48.5555555556,97.8787492796,-80.8717014721,38.1511145066,393.626059563,6.008515127,9.35871294181,1.0,39.9911886163
48.6666666667,97.7957968927,-81.3173895499,38.4818579129,394.187228131,5.54631231272,9.41511847238,1.0,40.0497264282
48.7777777778,97.8778310413,-81.8169886664,38.7951468646,394.782609392,5.0978808809,9.46815528443,1.0,40.1197334842
49.7777777778,96.788511512,-85.9791115246,39.2994310839,399.114374194,5.87529670282,9.55272474275,1.0,41.0588149446
50.0,96.1705767336,-87.1039941595,39.8385416529,400.50643904,5.14858253215,9.64204178152,1.0,41.189606999
50.1111111111,96.0597242756,-87.6300926767,39.7457447335,401.052038881,5.50397411749,9.62674813632,1.0,41.2897677246
50.2222222222,96.1411158681,-88.1574094793,40.0574344499,401.669969363,5.05675070349,9.67798444143,1.0,41.360733516
50.3333333333,96.193913707,-88.6764010284,40.1684826948,402.203328109,5.02050308735,9.69614761288,1.0,41.453164206
50.4444444444,96.4343444122,-89.2482291308,40.2303295929,402.826721518,5.1037946508,9.70624258363,1.0,41.5579911545
50.5555555556,96.8204874858,-89.9174882935,40.1895974747,403.6004614,5.38200109238,9.69959574748,1.0,41.665944863
50.6666666667,97.0579382469,-90.4455932136,40.1944305469,404.179513237,5.56466962887,9.70038476535,1.0,41.7726949749
50.7777777778,97.0906450792,-90.9697619542,40.5084128869,404.791401719,5.11571162894,9.75144912174,1.0,41.8422816673
50.8888888889,97.3152467619,-91.534321581,40.619484797,405.409067047,5.07900577236,9.76942151936,1.0,41.9342809049
51.0,97.4018872531,-92.0652104737,40.7305420755,405.9583241,5.04267558072,9.78734362098,1.0,42.0265959497
51.1111111111,97.2940506976,-92.6058934038,40.8415850815,406.52072725,5.00689237505,9.80521550329,1.0,42.1193104258
52.1111111111,98.2520785392,-96.170552401,39.3775666778,410.491616445,8.50556706673,9.56573982098,1.0,43.0648587842
53.1111111111,96.4103116064,-96.1681813821,36.555942191,413.861138043,12.1377352874,9.08070082015,1.0,44.0648421862
54.1111111111,90.0294711114,-94.6819919175,36.5099501355,420.412931676,12.6167867886,9.07253851855,1.0,44.6232686303
55.1111111111,80.4851017987,-96.166692324,37.7762592763,430.154741555,11.7976280922,9.2942706269,1.0,44.8702464629
55.2222222222,79.8684946907,-96.1839785905,38.3249295314,430.980297241,11.0728427024,9.38840863957,1.0,44.5740551946
56.2222222222,77.5681128066,-93.5837836314,34.4974071468,436.1477626,14.741887131,8.70731946676,1.0,45.5740246892
57.2222222222,79.8588087219,-87.5765953232,34.2382415943,442.582105296,15.0841129572,8.65914446931,1.0,45.8351051879
58.2222222222,76.923246958,-81.2957248307,33.9508891787,449.521084214,15.4070288651,8.60542484325,1.0,46.0495914442
59.2222222222,71.3227945087,-81.1349689202,39.2061044696,457.202763578,8.44611502854,9.53714820038,1.0,42.8420300086
59.3333333333,71.1581503029,-81.3622229671,39.6287672631,457.710105626,7.89360069758,9.60742167504,1.0,42.8045538061
60.3333333333,66.9159441618,-83.9719095311,39.9186315613,462.699173497,8.56887187902,9.65521431192,1.0,43.6610151127
60.7777777778,66.3130080267,-85.2596449594,41.515190474,464.837115235,6.45548984655,9.91260243756,1.0,43.6392143862
60.8888888889,65.9973447847,-85.7705023755,41.8066257032,465.504612857,6.06817453769,9.95851694937,1.0,43.6834219428
61.0,65.9123237326,-86.2766982234,42.13962149,466.11645353,5.60411621652,10.010575185,1.0,43.7403410909
62.0,67.0402535967,-91.0481976038,43.1495133142,471.122381378,5.25797153099,10.165819773,1.0,44.5585991767
62.1111111111,67.0832960705,-91.6072401099,43.3106621055,471.705776708,5.10421115354,10.1902255662,1.0,44.6385403675
63.1111111111,65.60463192,-96.5745647823,43.8144369676,476.912940156,5.88152613234,10.2658708687,1.0,45.5775536672
63.2222222222,65.6489171211,-97.129570217,44.1403855934,477.558102708,5.42321353124,10.3142888836,1.0,45.6394296813
63.3333333333,65.4966338909,-97.7358346073,44.4022288466,478.235825795,5.06775432533,10.3528853468,1.0,45.7112061097
63.4444444444,65.3616865832,-98.3424325334,44.5132819657,478.867098014,5.03204555121,10.3691744459,1.0,45.8038774004
63.5555555556,65.3895696432,-98.934182816,44.5750150521,479.462712685,5.11544193408,10.3782086354,1.0,45.9087431959
63.6666666667,65.2225136105,-99.5470103847,44.6860876341,480.107540155,5.07986262762,10.3944260112,1.0,46.0013274056
63.7777777778,65.250438507,-100.141120393,44.7971453908,480.712585878,5.04371137493,10.4105932935,1.0,46.0937317533
63.8888888889,65.0857346997,-100.765161218,44.9081889135,481.367478968,5.00806635735,10.4267105871,1.0,46.1865135129
64.0,65.1134859831,-101.36595174,44.9701501525,481.972093374,5.09147677837,10.4356830584,1.0,46.2914108958
64.1111111111,64.9943379413,-101.975366728,45.0812129071,482.60290065,5.05574084079,10.4517284777,1.0,46.3839914723
64.2222222222,64.9739332577,-102.578186608,45.1922608936,483.216203033,5.01970571102,10.467723843,1.0,46.4765343608
65.2222222222,62.9496724536,-108.095778782,45.7020797668,489.115471674,5.80082012177,10.5405432426,1.0,47.4171416468
65.3333333333,62.9284660022,-108.688156024,46.0249808295,489.790472123,5.34493791885,10.5861420417,1.0,47.4810644868
65.4444444444,62.8134906036,-109.279846882,46.0837328367,490.396086862,5.42805431997,10.5943952012,1.0,47.5854542282
65.5555555556,62.9037216383,-109.87875915,45.9802982677,491.010526651,5.77828283543,10.5798563013,1.0,47.6820593546
65.6666666667,62.7879299962,-110.467271976,46.2523216089,491.669124973,5.41246743149,10.6180031624,1.0,47.7454308697
65.7777777778,62.6636605508,-111.101223314,46.5138567414,492.366073908,5.05731183581,10.6544081078,1.0,47.8174450699
65.8888888889,62.7337153016,-111.731773818,46.4744738654,493.001725241,5.33565607362,10.6489431217,1.0,47.9255047388
66.0,62.607737921,-112.361230176,46.6858657265,493.67757443,5.07425230401,10.6782063828,1.0,47.9982019367
66.1111111111,62.6341901004,-112.987376052,46.7969211068,494.314042554,5.03810292245,10.6935103565,1.0,48.0906255439
66.2222222222,62.7627395235,-113.629371225,46.8083989323,494.968881845,5.22157465774,10.6950893245,1.0,48.1980442894
66.3333333333,62.694342787,-114.240578563,46.8163314954,495.583955377,5.40462579929,10.6961802828,1.0,48.3051174297
66.4444444444,62.8228380459,-114.885009757,47.0776417857,496.291122728,5.04969138995,10.7319813622,1.0,48.3773045346
66.5555555556,63.0916753698,-115.588150749,47.1886865732,497.052050916,5.01287531242,10.7471148317,1.0,48.4694673529
66.6666666667,63.1767256078,-116.229793203,47.2506030008,497.702260287,5.09625665617,10.7555321555,1.0,48.5743457075
66.7777777778,63.0685425232,-116.871895675,47.3616676687,498.36281651,5.06048610856,10.7705936859,1.0,48.6668929314
66.8888888889,62.7795125733,-117.589451501,47.472718087,499.144325865,5.02516673453,10.7856053615,1.0,48.7597874402
67.0,62.6719897506,-118.23790219,47.5345143699,499.804529041,5.10862915422,10.7939381641,1.0,48.8646923431
67.1111111111,62.3801987107,-118.953462309,47.6455843856,500.585236952,5.07335451503,10.8088778863,1.0,48.9574562528
67.2222222222,62.058976503,-119.696525116,47.6057417526,501.395738943,5.35165963301,10.803524277,1.0,49.0654900109
67.3333333333,61.7428278531,-120.421534512,47.7534830621,502.200360648,5.11450732366,10.8233451377,0.0,49.0867238962
