time,x,y,z,d,V,Wy,Wz,E
0,-50,110,20,0,10,5.6114286,0,25.0968399592
1.0,-39.7806426823,101.044327222,16.6895362975,13.9856536784,12.8433259371,4.78995011658,0.0,25.0968258555
2.0,-27.214983956,94.8704319348,16.7470765321,27.9862277069,12.4263034006,4.80459215065,0.0,24.6172608442
3.0,-16.2400657327,84.6464375401,16.7946192854,42.9855994172,12.0397870588,4.81668045913,0.0,24.1828186953
4.0,-8.25335734973,76.552697658,20.0424654607,54.8111920388,6.47295667529,5.6216896051,0.0,22.1779990041
5.0,-2.47106466921,66.4063853634,17.7927567984,66.7042047306,9.27568792249,5.06844092784,0.0,22.1779956585
6.0,5.63112566257,56.2647598089,17.7505249944,79.684953576,9.9564234778,5.05786722201,1.23374212508,22.8030412263
7.0,16.2622842827,49.2552117699,14.6187935832,92.798421422,13.6085101041,4.25445405832,1.28071809625,24.0577103648
8.0,29.2565021702,46.5738969381,16.2500790081,106.166302326,12.4553469424,4.67769883456,1.25624881488,24.1570956979
9.0,37.8315211574,39.4232083329,20.8433148796,118.239459077,6.72964394823,5.81388813636,1.18735027681,23.1515772481
10.0,42.807037707,30.2665000388,22.5498489207,128.7994463,5.12751248787,6.21513159077,1.16175226619,23.8898787022
11.0,46.1534109191,19.65160842,23.221706171,139.94958217,5.84988976511,6.36999534793,1.15167440744,24.9659064902
11.1111111111,46.6497115977,18.6264179767,23.5630261539,141.138627644,5.39253375492,6.44799806556,1.14655460769,25.0451576676
11.2222222222,47.196658818,17.7877830633,23.8400414085,142.177471825,5.03793982037,6.51097227258,1.14239937887,25.133662083
12.2222222222,52.4644250005,10.1256156905,24.4986408922,151.499055525,5.76371484476,6.65949529635,1.13252038662,26.1918319631
13.2222222222,57.1797317768,0.445914962884,25.6359298755,162.32606575,5.29571917176,6.91200105065,1.11546105187,27.0653203722
13.3333333333,57.739478921,-0.434950306933,25.4891250566,163.380006993,5.66293278981,6.87968932481,0.0,27.1236208661
13.4444444444,58.3009135635,-1.11837398466,25.6957270204,164.288280714,5.21215939912,6.92513839376,0.0,27.0803654303
13.5555555556,58.8030260931,-1.61622336519,25.745371535,164.997107615,5.1076859874,6.93603466332,0.0,27.0750583926
13.6666666667,59.1740979945,-1.96859637997,25.7939854722,165.511135253,5.00354416741,6.94669545518,0.0,27.0700025076
14.6666666667,64.5287346454,-5.83099086633,23.9675952937,172.361385315,7.80187279976,6.53986898898,0.0,27.0700019799
15.6666666667,73.3150144885,-10.6897627736,20.416406388,183.011142147,11.4255644518,5.71174309413,0.0,27.0700008346
15.7777777778,74.3304354257,-10.7795758305,20.8400569286,184.115056023,10.72486906,5.81311129833,0.0,26.7025857948
15.8888888889,75.0492251233,-10.6193492586,21.237335906,184.951812719,10.0613534767,5.90753585566,0.0,26.3969094933
16.8888888889,78.4859851916,-7.92756311329,22.1872884114,189.419411871,8.71590712717,6.13083238949,0.0,26.0592067116
17.8888888889,78.6822891141,-6.90353282594,23.5811614333,191.160117263,6.19665451407,6.45212990162,0.0,25.5382729097
18.8888888889,76.3408979431,-6.0364992204,20.6377921187,195.019817097,9.80547939181,5.76480175613,0.0,25.5382725521
19.8888888889,76.5237081646,-5.31570229126,23.2015002146,197.689192865,5.02367372838,6.36536343716,0.0,24.4878048899
20.8888888889,78.5220132134,-6.55576644275,22.6121110567,200.11372617,5.97846740575,6.22955681491,0.0,24.4338272912
21.8888888889,82.157823584,-8.73700271359,23.0780274282,204.379167154,5.04534360557,6.33702469595,0.0,24.3754531213
22.1111111111,82.5690306203,-9.10317550465,23.0748243438,204.929788621,5.0386782167,6.33628875468,0.0,24.3688242506
23.1111111111,85.9195055727,-11.6520842881,23.0069935201,209.140159081,5.11356699681,6.32069457127,0.0,24.3397441537
23.2222222222,86.4120511249,-12.0879758602,23.0556564372,209.799682138,5.00956736008,6.33188389994,0.0,24.3347474227
23.4444444444,87.1495896073,-12.6624195441,23.0524396317,210.734539832,5.00315292823,6.33114452642,0.0,24.3282571252
23.6666666667,87.5634382663,-13.0180543492,22.9487987243,211.289957031,5.18890294541,6.30730144421,0.0,24.321108295
24.0,87.6118251683,-13.2971427454,22.4467811896,211.866371144,6.06418156946,6.19121920184,0.0,24.3211083103
24.3333333333,87.5630102493,-13.597956173,22.9254515989,212.433818917,5.02249555808,6.30192456709,0.0,24.2111530072
24.6666666667,88.0917934673,-14.1116843072,22.918185817,213.171098429,5.01760378695,6.30025081476,0.0,24.20138397
25.1111111111,88.030780796,-14.6841044354,22.9051858154,213.746907729,5.01772826586,6.29725561033,0.0,24.1884476375
25.5555555556,88.0924626471,-15.2551491885,22.8921692479,214.321421603,5.01790911854,6.2942559312,0.0,24.1755235763
26.5555555556,89.9439933971,-16.8645526643,22.8240489564,216.775598867,5.09442975662,6.27854681326,0.0,24.146842766
27.5555555556,94.1711297931,-18.1160136776,20.2901922883,221.860406276,8.6987030128,5.68140861189,0.0,24.1468403058
28.5555555556,98.0156299095,-16.0780541147,20.2657346578,226.211734637,8.55675449711,5.67552326947,0.0,23.9975413614
29.5555555556,102.7129818,-17.5235433235,22.0577634406,231.442979326,5.01900269685,6.10059261404,0.0,23.3416772057
30.5555555556,108.48822504,-20.8468740874,19.5516750178,238.561858523,8.62321266188,5.50267154013,0.0,23.3416748451
31.5555555556,116.481384059,-25.9506768468,20.3198739564,248.076558903,7.44680035262,5.68854791439,0.0,23.146318171
32.5555555556,122.455846181,-33.5506236535,21.4714873926,257.812040536,5.2405878365,5.96290131038,0.0,22.8712713311
32.6666666667,123.016394345,-34.1799972668,21.5705141144,258.660646263,5.02463355094,5.98625221898,0.0,22.8573103591
33.6666666667,127.848475583,-41.5905285614,21.5026203783,267.507656647,5.10027283789,5.97024670322,0.0,22.8284502978
33.7777777778,128.41379111,-42.2191127767,21.5018303417,268.353056188,5.09516912617,5.97006035171,0.0,22.8250081411
33.8888888889,128.918965157,-42.6599700969,21.2993836904,269.053442254,5.47107037261,5.92222789035,0.0,22.8250009698
34.8888888889,134.383155296,-48.2411561139,21.2354779972,276.864402193,5.51869511331,5.90709569855,0.0,22.7877713588
35.0,134.889992052,-48.6795943535,21.4366147807,277.564093262,5.07115445937,5.95466913293,0.0,22.7473491105
35.1111111111,135.298850545,-48.9516519652,21.3354870774,278.065498711,5.24028118163,5.93076977526,0.0,22.7351072029
35.2222222222,135.813681496,-49.3878709386,21.434493747,278.747510603,5.02256295627,5.95416828024,0.0,22.7202296619
35.3333333333,136.218702493,-49.6635293692,21.3343106993,279.24757682,5.1921166291,5.93049152977,0.0,22.7083206427
35.5555555556,136.732688977,-49.9495832897,21.3311699026,279.835810461,5.18439283221,5.92974861942,0.0,22.7010949301
35.6666666667,137.150489553,-50.2103492618,21.2278404428,280.339033265,5.35250456352,5.9052861449,0.0,22.6880496733
35.8888888889,137.668487406,-50.4854769588,21.3283922626,280.934119556,5.14299206036,5.92909157662,0.0,22.6765251542
36.4444444444,137.990706374,-50.9418638233,21.3082758709,281.493153279,5.14827081548,5.9243322069,0.0,22.6591776237
37.4444444444,136.689158149,-51.3883010154,20.7102552535,282.993474113,6.1005935896,5.78212734577,0.0,22.6071585229
38.4444444444,137.32122275,-51.6653194927,21.1894011375,283.833608433,5.15678426743,5.89617534012,0.0,22.5447744291
39.4444444444,139.625633382,-52.9304026565,21.1224725284,286.463289633,5.22446135292,5.8802983581,0.0,22.5136548132
39.6666666667,140.447586152,-53.4592082767,21.220416421,287.445549652,5.01625713196,5.90352696593,0.0,22.5029258814
40.6666666667,144.265273995,-56.0809542236,21.1524821599,292.077277984,5.09235291373,5.88741947496,0.0,22.4741976644
41.6666666667,149.04284376,-60.1637837203,21.0851122775,298.362117541,5.16381104478,5.87142809051,0.0,22.4441818242
41.7777777778,149.472215923,-60.4483116681,21.1342737596,298.879547207,5.05959614269,5.88309914142,0.0,22.4390399741
42.0,150.023037094,-60.776563466,21.1310782741,299.520767463,5.05282047684,5.88234081105,0.0,22.4323522176
43.0,154.177263638,-63.0297267751,20.5416961379,304.283299812,6.01000872828,5.74179419569,0.0,22.3826851753
44.0,159.336834372,-66.8866934902,21.0110321742,310.742219127,5.07408667191,5.85382356281,0.0,22.3232827121
45.0,164.423966336,-72.6786310561,20.9433812236,318.451306559,5.14703568045,5.83772824184,0.0,22.2936348574
46.0,170.252639044,-76.1196306563,19.0761902769,325.472724209,7.9452016755,5.3864725071,0.0,22.2936331752
46.1111111111,170.860832401,-76.2001738948,19.3689283704,326.152490319,7.41633719753,5.45811582359,0.0,22.1722952118
47.1111111111,174.223891586,-75.7579214955,19.9952198221,329.601837395,6.35472178163,5.61027311829,0.0,22.053450654
47.2222222222,174.708573142,-75.9684699142,20.2279676879,330.179261343,5.88378232155,5.66643067898,0.0,21.9924373315
47.3333333333,175.260979607,-76.392932289,20.4429000186,330.908313548,5.42586449813,5.71810275189,0.0,21.9434099856
48.3333333333,180.203648984,-79.8563307932,20.3783819058,336.943980235,5.47675661633,5.7026107493,0.0,21.9071720707
48.4444444444,180.595009578,-80.1084322914,20.5779323935,337.450476708,5.03030505388,5.75047419255,0.0,21.8676351934
49.4444444444,183.57219938,-81.781161516,20.5101127025,340.866070607,5.10551220219,5.73422456924,0.0,21.8386679954
49.7777777778,184.045618313,-82.0595832503,20.5029222528,341.415339076,5.09961150203,5.7325006869,0.0,21.8284083625
50.0,184.713824429,-82.4193971435,20.4997440236,342.174269608,5.0925459847,5.73173865481,0.0,21.8215597528
51.0,190.00266297,-84.3326892185,17.9665812794,348.342690246,8.69681720079,5.1118889287,0.0,21.8215572949
51.1111111111,190.520908568,-84.1962697168,18.2876320113,348.967400061,8.13600092942,5.19182793406,0.0,21.661460305
52.1111111111,195.086166048,-82.7259904028,18.2548225907,353.763687539,8.02753431228,5.18367703045,0.0,21.539292883
53.1111111111,198.874992506,-79.2241430645,14.6171622039,360.076429717,11.6538420831,4.2540256136,0.0,21.5392842884
54.1111111111,204.100851318,-75.4096624214,16.5977921556,366.842725446,8.37277609638,4.76657774128,0.0,20.1708492178
55.1111111111,209.639803318,-76.0387247134,17.9232997361,372.572706159,5.92053442241,5.10108154189,0.0,19.7098811758
55.3333333333,210.246037197,-76.217752157,18.3386812924,373.329087134,5.01481783198,5.20450188197,0.0,19.6204548851
56.3333333333,211.525218515,-75.2506997514,16.5090885186,375.761967098,7.81312845521,4.74394885493,0.0,19.6204532616
57.3333333333,211.920027428,-72.8579248951,17.1831954419,378.279041935,6.70703057886,4.91515130506,0.0,19.4759711394
58.1111111111,213.690172773,-72.6194171379,17.9981017896,380.242297611,5.08168908883,5.11975500861,0.0,19.3142875182
58.3333333333,214.461490839,-72.9336592955,17.9949161997,381.075178058,5.07475161553,5.11896020621,0.0,19.307510693
58.6666666667,215.125256731,-73.0857572839,17.9876995049,381.756185429,5.06921771947,5.11715950018,0.0,19.2974328528
