time,x,y,z,d,V,Wy,Wz,E
0,-50,110,20,0,10,5.6114286,0,25.0968399592
1.0,-39.7806426823,101.044327222,16.6895362975,13.9856536784,12.8433259371,4.78995011658,0.0,25.0968258555
2.0,-27.139526345,96.2495777798,16.7470765582,27.5056668201,12.426303366,4.80459215729,0.0,24.6172608266
3.0,-16.2621819861,87.3333245359,18.0109913761,41.6270574343,10.7755213021,5.12297054864,0.0,23.9290270199
4.0,-8.71367564596,81.8255924605,20.8732354423,51.3998513887,5.66755247287,5.8210205785,0.0,22.5103991035
5.0,-3.38908257986,74.0714426707,20.811038868,60.8063384426,5.7035860478,5.80619030381,0.0,22.4690864626
5.11111111111,-2.95104402718,73.0559595888,21.0191843753,61.9316864845,5.25200122265,5.8557619106,0.0,22.4250720839
6.11111111111,3.17107135775,65.2195382801,18.9792004776,72.0831065831,8.8565256292,5.3626622497,1.21531199284,22.9770621606
6.22222222222,4.06529628903,64.6173556293,19.4408529436,73.2558747494,8.28589982188,5.4756673409,1.20838720585,22.9401463105
6.33333333333,4.85094903308,64.2889184933,19.8802662089,74.2141049953,7.74023878796,5.58245937854,1.20179600687,22.9338491087
6.44444444444,5.4487566664,64.1646101897,20.298405015,74.9541499818,7.21693334903,5.68338435355,1.19552392478,22.9530496105
7.22222222222,9.87403373607,61.1869458988,22.0635063168,80.572436587,5.15711155006,6.10193476587,1.16904740525,23.4190516553
8.22222222222,15.3609125994,55.0043897326,22.743471516,88.8665425112,5.86303882822,6.25994169227,1.15884792726,24.4955216843
9.22222222222,21.834715079,49.9220359606,22.6882266002,97.0971858888,7.53932773691,6.24717120698,1.159676601,25.5853449858
10.2222222222,28.7356334834,45.8109939613,23.9206901445,105.223827725,6.93503403552,6.52925020358,1.14118964783,26.3719998832
11.2222222222,36.5598765487,41.2147126141,21.8823754315,114.524328176,10.4712789535,6.05954144332,1.17176436853,27.470942349
12.2222222222,46.1915747205,38.1458342555,23.243699806,124.724368769,9.68585702303,6.37503525385,1.15134450291,28.0253423275
13.1111111111,52.3813382351,31.9171480933,26.5654827656,134.112869486,5.40266479791,7.11465165855,1.10151775852,28.0531885209
13.2222222222,52.9144381377,31.2972386304,26.8377883384,134.974631386,5.04778565391,7.17338079559,1.09743317492,28.136470296
13.3333333333,53.3540533828,30.8430198499,26.9595359173,135.618369483,5.00319683967,7.19954533183,1.09560696124,28.235375806
13.5555555556,53.9493160072,30.1947253221,27.1035906514,136.510207559,5.16504434869,7.23042946341,1.09344614023,28.4633094651
14.5555555556,58.2874230419,26.2962799755,27.7014281809,142.373181077,5.90400529699,7.35773911806,1.08447857729,29.4780478825
14.7777777778,59.4171528231,25.0164618642,28.2600082948,144.169353541,5.17557795986,7.4754339039,1.07609987558,29.6252787953
15.7777777778,63.9355101752,20.6629833804,28.8361216931,150.470165768,5.92948349324,7.59555294492,1.0674581746,30.6281081608
15.8888888889,64.5097297739,19.9708375176,29.1710950181,151.429853827,5.4697112449,7.66480159283,1.06243357473,30.6959544015
16.0,64.9574589295,19.4310245224,29.4881610463,152.199522803,5.02345887611,7.72994662064,1.05767758431,30.7743556987
17.0,70.4515969937,14.7327459635,28.0958302232,159.561449155,8.48479744224,7.44096681355,1.07856254665,31.7651364228
18.0,76.8256058314,14.6143052542,25.3788010466,166.491403297,12.1167007444,6.85535190737,1.1193179843,32.8616979339
18.6666666667,79.1762324726,15.6130687886,28.4811179989,170.509779173,8.15679134394,7.52168755006,1.07278323002,31.8722110177
19.3333333333,79.3244070918,14.5731850886,30.7129659387,172.976448801,5.17554781899,7.97792844447,1.03930551092,32.0782205374
20.3333333333,77.6202955172,11.8009597584,31.2508278576,176.274709703,5.93603921047,8.08498543793,1.03123758214,33.0467790049
21.3333333333,77.8259729376,9.35393309391,32.2952782362,178.943252244,5.53658217545,8.28966384368,1.01557082646,33.8576504169
21.4444444444,77.6550751304,8.95704925849,32.6096652268,179.477632277,5.08843022563,8.35044350915,1.0108550216,33.9293452554
22.4444444444,77.8501292312,5.99938208715,33.1235422629,182.485939243,5.85945963433,8.44896316543,1.00314686606,34.8734539452
23.4444444444,79.9844500678,2.72348349446,34.13781191,186.525194118,5.49706288646,8.64040592965,0.98793282135,35.6779597376
24.4444444444,83.5788156492,-2.00791272265,34.7057561739,192.494124908,5.30475366827,8.74585918635,0.0,36.1400279109
25.4444444444,89.3773172172,-7.45860307619,32.0942937233,200.869826783,8.90939463757,8.25060675656,0.0,36.1400283211
26.4444444444,95.7988113247,-10.5649816845,32.8990492478,208.048462175,7.69629371322,8.4060499526,0.0,35.9180572457
27.2222222222,100.294748234,-15.6469550031,34.1982701613,214.956998669,5.06204811278,8.65169114753,0.0,35.5043013079
27.3333333333,100.730900996,-16.2536003651,34.1974759385,215.704158931,5.05706395265,8.65154298891,0.0,35.5009364799
28.3333333333,105.905346212,-23.0613400385,33.6051825415,224.275682379,6.01031827099,8.54037088036,0.0,35.4463612224
29.3333333333,111.417093798,-31.7225944284,34.0753190227,234.552730465,5.0712235108,8.62872599583,0.0,35.3860890481
30.3333333333,116.170971239,-42.1509120372,34.0077699882,246.013695597,5.14402193113,8.61608400056,0.0,35.3564428541
30.4444444444,116.734535972,-43.1164194716,34.0567534666,247.132717132,5.03954299756,8.62525316567,0.0,35.3511975861
31.4444444444,122.641235988,-53.7702779492,31.5431066128,259.57105408,8.64376642559,8.14268972123,0.0,35.3511951969
32.4444444444,131.035567198,-63.6303958235,31.5178231516,272.520469519,8.50508333885,8.13771114982,0.0,35.2046958632
33.4444444444,137.120937072,-75.6448321667,32.8709038861,286.055950103,6.03761126886,8.40065597971,0.0,34.7288422059
33.5555555556,137.714666077,-76.702201822,33.0916346931,287.288535519,5.57450574326,8.44287577705,0.0,34.6754835352
34.5555555556,144.369468605,-86.3770577566,30.3802515164,299.340125986,9.17999953051,7.91114161884,0.0,34.6754804348
35.3333333333,149.618492929,-91.9977482202,32.3539995826,307.279905521,5.50301475289,8.30104546566,0.0,33.8974843619
36.3333333333,156.218355162,-101.469755731,29.6691373437,319.132567375,9.10824406997,7.76695525976,0.0,33.8974813824
37.3333333333,163.824536382,-108.326711437,31.1435791723,329.478862026,6.52578528264,8.06372819513,0.0,33.3141129926
38.3333333333,171.494947194,-116.767711557,28.076639288,341.289526923,10.1370182494,7.43693108473,0.0,33.3141081457
38.5555555556,173.409602258,-117.921032534,28.8070328355,343.641021772,8.90067413587,7.58951886389,0.0,32.8448513917
39.5555555556,180.168117437,-125.349402081,30.6903719427,353.858906472,5.28668410041,7.97340669302,0.0,32.1148892096
40.5555555556,185.280665082,-131.941771526,30.6247522402,362.201674854,5.34579002344,7.96026293197,0.0,32.0813002002
