time,x,y,z,d,V,Wv,E
0,-130,170,75,0,10,0.0319021803651,80.0968399592
0.909090909091,-121.903724417,164.539721118,70.5872497339,10.7161881605,13.5861455214,0.0465060899793,79.9877525947
1.51515151515,-114.308604665,161.195613592,67.6817861003,19.5088338443,15.4502571793,0.0590481984166,79.8369570939
2.12121212121,-106.005596935,156.87843293,64.424958533,29.4176638482,17.2702750115,0.058986569078,79.6084986692
2.62626262626,-106.341224959,148.125207101,63.799746836,38.1996054471,17.5083645134,0.101437660285,79.4395891167
3.23232323232,-97.8425896925,141.654188181,61.3966335825,49.1483880536,18.6785578184,0.194081842337,79.1671382918
3.73737373737,-88.5224300327,139.980731088,59.9365058303,58.7295053047,19.3108327221,0.221367347552,78.9248455117
4.24242424242,-82.9491458921,132.516258695,55.8631419871,68.8967142244,21.1522645272,0.250160262994,78.6546406
4.74747474747,-79.1115493091,122.788088171,57.0312195183,79.4194921076,20.4489755677,0.247250295285,78.3856234726
5.15151515152,-72.1003471589,118.489801267,57.1849933174,87.6448110854,20.2498325814,0.198508788131,78.0704507812
5.55555555556,-63.9699135472,119.293888226,55.9088584751,95.9139722693,20.736996287,0.223891353641,77.8141997753
5.9595959596,-55.9935048934,116.860945572,56.0682127657,104.254697583,20.5325647015,0.203541977821,77.5398860024
6.46464646465,-46.1991347458,114.271686246,52.6206589823,114.956079622,21.9487892344,0.193135705061,77.1599480218
6.9696969697,-40.649995823,105.082043396,48.6575762964,126.39935288,23.4398632479,0.141121007074,76.6496962465
7.37373737374,-34.6445211893,97.9453864635,46.3208656903,136.014851526,24.1997167288,0.114605244953,76.1445412159
7.87878787879,-26.9914844191,89.0809916762,48.660193753,147.95716799,22.9969712057,0.208289969291,75.6000301946
8.38383838384,-17.7192934296,83.1522779957,43.8174767471,159.981105767,24.7471789298,0.196235599195,75.0336089577
8.88888888889,-6.22324915654,79.7884308814,46.2214189846,172.198038263,23.5298256961,0.207794485995,74.4152203399
9.39393939394,-9.65738650524,68.9348257676,48.5197644087,183.811669693,22.3445830569,0.258599370156,73.9509847464
9.79797979798,-0.92536192141,66.6505582407,47.9140287717,192.857831704,22.451807555,0.221527742518,73.5870736791
