time,x,y,z,d,V,Wy,Wz,E
0,-130,170,20,0,1,5.6108572,0,20.0509683996
2.0,-122.761011261,156.635439076,17.0689386101,15.4791978964,7.64901555625,4.88625785788,0.0,20.0509691392
4.0,-111.926295695,137.800759456,16.8864217747,37.2086601586,6.67318141021,4.83999747652,0.0,19.1561134227
6.0,-105.646321849,117.280250533,16.6608667779,58.6697932374,6.07415677249,4.78264989628,0.0,18.5413652741
6.66666666667,-103.733592249,112.398707906,17.5610952216,63.9894176782,2.34686053639,5.0103538513,0.0,17.8418166476
7.11111111111,-103.131725921,109.938080166,17.7832569426,66.5323073295,0.783864307957,5.06606302403,0.0,17.8145741318
7.33333333333,-103.041530072,108.811192927,17.813563762,67.6632046038,0.11022296519,5.07364788255,0.0,17.8141829822
9.33333333333,-97.1194208035,96.9278233642,15.1027372459,81.2143828092,7.29373546825,4.38109431649,0.0,17.8141835803
11.3333333333,-88.4991473003,80.6481029926,16.0941601314,99.6621829486,4.27447492199,4.63769186905,0.0,17.0254106849
11.5555555556,-87.7766159978,79.3461728846,16.3720875488,101.176883295,3.12759246496,4.70893892198,0.0,16.8706520048
13.5555555556,-76.3590447551,70.7199010817,12.4706960637,116.009089935,9.29124006714,3.68134686986,0.0,16.8706523321
15.5555555556,-60.6233272456,69.1003070252,12.3720752894,131.828243405,7.63739545876,3.65460460254,0.0,15.3450523227
17.5555555556,-47.2420671621,66.3480634294,12.1886016057,145.490843041,6.66755363303,3.60475284188,0.0,14.4544666133
19.5555555556,-35.4885058938,63.5841099498,11.9620143527,157.567141444,6.07335594075,3.54300614397,0.0,13.8420170226
21.5555555556,-27.8893812463,61.9212864233,12.7005269101,165.381044328,3.705477644,3.74352174081,0.0,13.4003518117
21.7777777778,-27.5252995156,61.6350464016,12.9391760023,165.902045524,2.66552850306,3.80786494726,0.0,13.3013086323
23.7777777778,-19.0485201317,61.0893362722,9.29321280313,175.145780479,8.86785491421,2.80072515486,0.0,13.3013091731
25.7777777778,-3.63970840123,60.1172881839,9.17124635023,190.585703803,7.395431591,2.76614098582,0.0,11.9588308771
27.7777777778,7.45777014904,53.5395886203,11.372017899,203.672474112,3.40162353966,3.38129172557,2.5,11.9617754274
29.7777777778,17.3988908042,45.242112011,12.5705312381,216.67672081,7.93397356992,3.7083799435,2.5,15.7788868247
31.7777777778,23.7494933157,34.3986527031,18.6529398295,230.63761105,1.12439511763,5.28229945513,2.5,18.7173773616
33.7777777778,30.9236331378,23.7831174691,20.5836398249,243.594673718,6.88168780546,5.75184087994,2.5,22.9973822843
35.7777777778,46.3885714404,7.8279464136,21.4624431777,265.83212176,9.56921896702,5.96076674829,2.5,26.1296170635
36.0,48.0722605065,6.61347984033,22.6383571636,268.218020256,6.84685421287,6.23563313986,2.5,25.0277257983
38.0,53.3897709963,-4.80481998636,28.5658356906,282.138813711,1.04912459973,7.53935919432,2.5,28.621934693
38.2222222222,53.5238483719,-6.36063033576,29.1511101782,283.806467396,0.691330132173,7.66068238028,2.5,29.1754698802
38.4444444444,53.6177038952,-7.87446021051,29.6211291316,285.394361462,1.44064525098,7.75715025164,2.5,29.726911942
38.6666666667,53.8745403211,-9.35356567018,30.0754010427,286.96282596,1.94117836913,7.84957039486,2.5,30.2674588133
40.6666666667,60.9808052782,-21.7038186853,31.822442049,301.318309353,7.08780113294,8.19752839882,2.5,34.3829377116
40.8888888889,61.8278173209,-22.5972751877,32.8428274735,302.917334161,5.22422843936,8.39527215389,2.5,34.2338857195
42.6666666667,72.935081181,-31.5879301197,32.5825450813,317.20967244,9.78346516347,8.34521557422,2.5,37.4610461315
42.8888888889,74.0821575598,-32.1808280781,33.7715090513,318.964935249,6.9782232613,8.57172763435,2.5,36.2534458446
43.1111111111,74.6490150959,-32.664108147,33.9181815204,319.724145302,7.30393438985,8.59928991127,2.5,36.6372160552
43.3333333333,74.6936847204,-33.0761321078,34.3441250429,320.318440687,6.34910145987,8.67885815037,2.5,36.3987167528
45.3333333333,80.182090478,-36.8929714997,35.5528937837,327.111965734,8.94007474156,8.90082273169,2.5,39.6265398787
45.5555555556,80.2308927104,-37.2441897339,36.5542035184,328.174207275,6.60076813909,9.08039240395,2.5,38.7749038255
47.5555555556,75.3745618023,-40.9361918249,37.5866818069,334.361358537,9.28971645616,9.26147198962,2.5,41.9851951523
48.2222222222,75.5537463095,-41.0990305652,38.2432527515,335.061150612,9.05064361586,9.37446906438,2.5,42.4182858739
48.8888888889,77.8187799775,-41.6590127201,38.2696018136,337.39452838,9.96044456991,9.37896882638,2.5,43.3261999803
49.1111111111,77.8775370548,-41.7706267154,38.8321937223,337.971086905,7.98462227063,9.47440174577,2.5,42.0816428968
49.3333333333,78.3442469383,-42.2121521775,38.7557783627,338.618081617,8.56487293423,9.46151152643,2.5,42.4946697174
50.2222222222,77.7487092563,-42.751000915,38.8688956557,339.429141796,9.81277918419,9.48058479073,2.5,43.7766752335
51.3333333333,74.4088074753,-43.3667512384,39.9528549982,342.994118686,9.24962814891,9.66083550093,2.5,44.3134880712
51.7777777778,74.5180118749,-43.6446873742,40.3778308699,343.51352083,9.13174727684,9.73025851162,2.5,44.6280249743
52.2222222222,74.0792756755,-43.9410074272,40.4034896719,344.043571206,9.74376910528,9.7344276055,2.5,45.2424823517
52.6666666667,72.9545489561,-44.1811421867,40.79063759,345.257061382,9.64131395986,9.79702167761,2.5,45.5284018547
52.8888888889,73.0461973189,-44.4476872417,41.3524490365,345.88561352,7.74671916612,9.88681954003,2.5,44.4111471934
53.1111111111,73.5074187709,-45.0307566492,41.2943487906,346.631315069,8.33114520993,9.8775898709,2.5,44.831962476
53.3333333333,73.8142782071,-45.4282247255,41.3620170558,347.137993053,8.66714063635,9.88833823529,2.5,45.1907289218
54.2222222222,72.3833933539,-46.3685721837,41.4512912996,348.852535177,9.90382395547,9.90249125201,2.5,46.4505639265
54.6666666667,73.1099877767,-46.5232292665,41.8264667472,349.684770051,9.79903761571,9.96163083119,2.5,46.720510488
55.1111111111,72.3441361489,-46.7573229469,42.2094523118,350.572467358,9.69628734212,10.021437396,2.5,47.0013987043
56.2222222222,67.3729488007,-48.8177512253,43.3145911053,356.066045436,9.12192998856,10.1908193484,2.5,47.5556515903
56.4444444444,67.1345420326,-49.5032376144,44.4630719958,357.424624742,6.56832929898,10.3618156607,2.5,46.6619990998
56.6666666667,66.5573219476,-50.7523098017,44.8151966124,358.844961358,5.27131586707,10.4132165801,-2.5,46.2314438586
