time,x,y,z,d,V,Wv,E
0,-130,170,20,0,10,0,25.0968399592
1.0,-120.170617283,165.416483564,15.5386785201,11.7272663851,13.4144045661,0.0,24.7102508882
2.0,-108.815426438,157.523940537,13.1808814312,25.755516513,14.6105901956,0.0,24.0610723519
3.0,-96.8991553334,148.646456931,11.3285411248,40.7301082217,15.3081460535,0.0,23.2724420217
4.0,-81.8289893724,145.529502642,10.0981014511,56.1683493107,15.5413518286,0.0,22.4086833399
5.0,-72.5861694014,138.643709088,16.1843522505,69.202394066,10.5618033291,0.0,21.8699633393
6.0,-61.4609066773,136.342677005,12.0872248605,81.279342032,13.5536364251,0.0,21.4501739096
6.0,-61.4609066773,136.342677005,12.0872248605,81.279342032,13.5536364251,0.0,21.4501739096
7.0,-51.4655869161,143.994659314,13.8000590667,93.983398526,11.857950725,0.0,20.9667764671
8.0,-43.2718255863,145.801587218,18.1804852469,103.44864267,7.10744770957,0.0,20.7551953868
9.0,-35.3501856699,144.036130429,15.5899253447,111.968045069,9.92054824979,0.0,20.606096475
10.0,-27.4157033454,141.695737231,17.7933174631,120.528908747,7.22675253115,0.0,20.4551906612
11.0,-21.1554971443,136.169977425,13.8794248495,129.750771818,11.1909699227,0.0,20.262595482
12.0,-9.70523540004,132.792552963,9.5862340898,142.437259784,14.1400136434,0.0,19.7768551824
12.0,-9.70523540004,132.792552963,9.5862340898,142.437259784,14.1400136434,0.0,19.7768551824
12.3333333333,-5.93381434448,131.680116408,11.6427647883,146.874652079,12.4882161493,0.0,19.5915692018
13.3333333333,2.93605262616,132.710181384,16.3145015079,156.952384855,7.70172458122,1.0,19.3377717181
14.3333333333,11.3800165306,131.112095845,14.3507446946,165.767754651,10.3730607911,1.0,19.8349643774
15.3333333333,18.7881170124,125.785518618,17.0940633253,175.295512772,8.18892319942,1.0,20.511925872
16.3333333333,22.6879883563,119.917653176,19.4004989527,182.70904679,6.14195742454,1.0,21.3232125615
17.3333333333,28.7162680094,116.239218583,18.2569614825,189.8629768,8.53115879656,1.0,21.9664757747
18.0606060606,31.1263949191,112.612868082,21.2863332464,195.167335664,5.0304978642,1.0,22.5761349162
19.0606060606,35.9819558188,109.033707247,20.1265838029,201.309963986,7.67120943391,1.0,23.1259443625
20.0606060606,42.4823440128,103.326477511,17.2783555236,210.417099775,11.1457526144,1.0,23.6100477429
21.0606060606,52.2032395152,100.487096736,19.7829795992,220.849311156,9.30315982311,1.0,24.1942325398
22.0606060606,59.4455618829,94.128461476,19.6669303089,230.487617184,10.0402317081,1.0,24.8048636806
23.0606060606,63.7950129294,84.2283149431,16.974320771,241.631259852,12.7115810417,1.0,25.2100135631
23.0606060606,63.7950129294,84.2283149431,16.974320771,241.631259852,12.7115810417,1.0,25.2100135631
24.0606060606,73.8297816972,75.5520209253,13.519103433,255.339403014,15.1604877456,1.0,25.233700206
25.0606060606,78.3397508623,65.4946142124,20.5295620519,268.40224274,9.96367399455,1.0,25.5894397007
26.0606060606,83.759149997,56.9926427295,20.8293236199,278.489029299,10.1885302161,1.0,26.1201568495
26.0606060606,83.759149997,56.9926427295,20.8293236199,278.489029299,10.1885302161,1.0,26.1201568495
27.0606060606,93.1389539451,55.760199378,22.8049768102,288.153543991,8.80251250921,1.0,26.7542238272
28.0606060606,101.528916659,58.4078948842,23.5371977532,296.981789193,8.75919896308,0.0,27.4476751474
29.0606060606,111.168950253,57.1412591019,19.5150345624,307.503785707,12.2525836319,0.0,27.1667066141
29.0606060606,111.168950253,57.1412591019,19.5150345624,307.503785707,12.2525836319,0.0,27.1667066141
30.0606060606,123.138488053,55.5685420852,19.5533527861,319.576264418,11.8856657815,0.0,26.7536102309
31.0606060606,134.93338101,59.2907618549,17.4188589862,332.127379256,13.1915782279,0.0,26.2882644981
32.0606060606,148.586031712,57.4968950874,12.5075464003,346.747017435,15.9954709566,0.0,25.5480709224
32.0606060606,148.586031712,57.4968950874,12.5075464003,346.747017435,15.9954709566,0.0,25.5480709224
32.0606060606,148.586031712,57.4968950874,12.5075464003,346.747017435,15.9954709566,0.0,25.5480709224
33.0606060606,161.813979474,49.0745005069,12.6307624934,362.429189309,15.3514871244,0.0,24.6423912871
33.0606060606,161.813979474,49.0745005069,12.6307624934,362.429189309,15.3514871244,0.0,24.6423912871
34.0606060606,169.090135976,35.8857846858,12.7378576044,377.492261632,14.758748576,0.0,23.8398280188
35.0606060606,178.881882501,24.2258986887,8.78510122488,393.222980765,16.6547665082,0.0,22.922779484
36.0606060606,183.594847381,10.476739196,12.7985403615,408.301412992,13.5158562943,0.0,22.1093645903
37.0606060606,192.816197156,0.901296728978,12.8631275459,421.595267272,13.0609445774,0.0,21.5577388229
38.0606060606,201.877837475,-9.32006168516,8.6463846694,435.891085318,15.4844669904,0.0,20.8670124969
38.0606060606,201.877837475,-9.32006168516,8.6463846694,435.891085318,15.4844669904,0.0,20.8670124969
38.0606060606,201.877837475,-9.32006168516,8.6463846694,435.891085318,15.4844669904,0.0,20.8670124969
