time,x,y,z,d,V,Wv,E
0,-130,170,75,0,10,0.0319021803651,80.0968399592
1.31313131313,-117.50386527,161.572374252,68.2861878041,16.5001070644,15.1011853863,0.0628865887808,79.9098156151
2.32323232323,-101.651479635,160.753663818,62.9535151693,33.2454292332,18.0189703079,0.0490573560717,79.4615590637
3.13131313131,-88.040174867,157.168477346,64.4378718371,47.3990328111,16.9679160255,0.0423373483458,79.1329141247
3.93939393939,-75.9508330523,150.962218706,64.6868338515,60.9906410276,16.6344410291,0.0597689440842,78.8026352285
4.84848484848,-85.6749732936,139.582169213,65.1034368089,75.9652190821,16.2584039309,0.216175778572,78.5839233494
5.75757575758,-75.2773825436,129.285071722,65.5478964216,90.6054941643,15.8979460399,0.258037179754,78.4284793025
6.66666666667,-72.1206875784,114.734308638,61.981351763,105.91593734,17.8201291844,0.183912423816,78.1330328224
7.47474747475,-66.2917193903,101.443106103,57.1278461387,121.219187054,20.1242953653,0.183595505364,77.7364291323
8.18181818182,-52.4087800287,105.059229506,54.9588190059,135.728392149,20.9275032363,0.163324745786,77.2520275649
8.88888888889,-41.2156062804,95.3168505686,51.3891506126,150.990882718,22.2846115806,0.178799229359,76.6707350647
9.59595959596,-25.7419925245,96.8836224023,46.1463907122,167.403500669,24.1608309296,0.100812898734,75.8595419399
10.202020202,-12.2583594297,93.269663038,40.0205691942,182.647999775,26.201420415,0.111570474247,75.0065732152
10.7070707071,0.344883437616,89.8721527786,36.8118285934,196.089756467,27.0579914068,0.0968254810127,74.093769989
11.2121212121,4.14155561977,102.937706632,34.7244869832,209.854944884,27.4719905151,0.145068527437,73.1642300083
11.8181818182,18.1107104034,95.3891817692,37.8775160334,226.043184602,25.904146115,0.0324927992892,72.0372926375
12.4242424242,17.0957776916,80.1064169399,39.5789876631,241.453830109,24.8958890177,0.0893499554952,71.1196751783
13.0303030303,31.475363285,75.5611054647,37.2116273169,256.719370821,25.448273864,-0.00111545590051,70.1823335773
13.6363636364,30.4420966916,90.5724904359,38.819492956,271.851936715,24.4556581457,0.0248562438269,69.2736763266
14.2424242424,43.6291173717,85.5201105797,41.5873979533,286.24239726,22.9911692877,0.0238239291321,68.4900434946
14.9494949495,29.3932764018,81.2260326798,45.9443458577,301.736953342,20.7445801442,0.116210724899,67.848572034
